Customer ID,last_purchase,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,segment
16719,2010-12-06 12:06:00,8,2182.88,4,4,4,4,444,Champion
16720,2010-11-28 14:49:00,2,640.24,12,4,2,2,422,Loyal
16722,2010-12-08 15:38:00,11,4258.27,2,4,4,4,444,Champion
16723,2010-09-22 11:05:00,2,712.48,79,2,2,3,223,Potential Loyalist
16724,2010-10-31 11:40:00,1,147.35,40,3,1,1,311,New Customer
16725,2010-12-03 16:02:00,8,1101.09,7,4,4,3,443,Champion
16726,2010-11-21 14:04:00,2,706.39,19,3,2,3,323,Loyal
16727,2010-11-12 14:05:00,3,1164.6,28,3,3,3,333,Champion
16731,2010-03-01 15:05:00,1,174.05,284,1,1,1,111,Lost
16732,2010-11-01 13:33:00,3,3783.89,39,3,3,4,334,Champion
16733,2010-06-28 10:12:00,1,259.68,165,1,1,1,111,Lost
16735,2010-11-11 15:25:00,9,3970.0,29,3,4,4,344,Champion
16736,2010-07-22 10:09:00,5,2956.56,141,1,4,4,144,Lost
16737,2010-05-11 09:53:00,1,417.6,213,1,1,2,112,Lost
16739,2010-06-21 09:38:00,1,463.43,172,1,1,2,112,Lost
16740,2010-11-09 13:34:00,1,236.81,31,3,1,1,311,New Customer
16741,2010-03-24 15:15:00,1,173.06,261,1,1,1,111,Lost
16742,2010-08-04 10:52:00,13,2387.71,128,2,4,4,244,Potential Loyalist
16743,2010-09-09 12:34:00,7,2015.17,92,2,4,4,244,Potential Loyalist
16746,2010-11-21 10:38:00,24,11368.74,19,3,4,4,344,Champion
16748,2010-11-16 18:07:00,9,2121.43,24,3,4,4,344,Champion
16749,2010-04-27 13:06:00,2,4387.08,227,1,2,4,124,Lost
16752,2010-12-02 12:18:00,1,207.5,8,4,1,1,411,New Customer
16754,2010-12-02 17:38:00,29,65500.07,8,4,4,4,444,Champion
16755,2010-08-29 15:45:00,4,1403.75,103,2,3,3,233,Potential Loyalist
16756,2010-10-31 10:03:00,6,1072.97,40,3,4,3,343,Champion
16757,2010-10-26 15:09:00,1,163.65,45,3,1,1,311,New Customer
16760,2010-10-05 15:55:00,1,228.0,66,2,1,1,211,At Risk
16763,2009-12-01 15:26:00,1,352.85,374,1,1,2,112,Lost
16765,2010-11-22 13:42:00,1,420.75,18,4,1,2,412,New Customer
16767,2010-10-17 10:46:00,4,2493.2,54,2,3,4,234,Potential Loyalist
16768,2010-11-21 11:06:00,6,1230.03,19,3,4,3,343,Champion
16769,2010-08-18 14:43:00,3,761.36,114,2,3,3,233,Potential Loyalist
16770,2010-12-02 15:49:00,5,1162.03,8,4,4,3,443,Champion
16771,2010-09-08 12:46:00,5,1720.79,93,2,4,3,243,Potential Loyalist
16772,2010-10-12 13:19:00,3,3723.55,59,2,3,4,234,Potential Loyalist
16773,2010-09-29 15:47:00,2,249.65,72,2,2,1,221,Potential Loyalist
16774,2010-10-12 14:42:00,4,932.93,59,2,3,3,233,Potential Loyalist
16775,2010-12-07 15:15:00,6,1361.23,3,4,4,3,443,Champion
16776,2010-10-20 12:13:00,1,231.57,51,3,1,1,311,New Customer
16777,2010-10-22 09:06:00,3,1081.41,49,3,3,3,333,Champion
16779,2010-12-08 09:56:00,32,22638.52,2,4,4,4,444,Champion
16780,2010-10-28 19:41:00,1,180.36,43,3,1,1,311,New Customer
16781,2010-12-02 14:26:00,2,623.0,8,4,2,2,422,Loyal
16782,2010-12-09 11:28:00,26,8158.51,1,4,4,4,444,Champion
16783,2010-09-29 11:53:00,1,391.95,72,2,1,2,212,At Risk
16784,2010-11-28 11:57:00,4,788.9300000000001,12,4,3,3,433,Champion
16785,2010-10-26 10:36:00,1,533.78,45,3,1,2,312,New Customer
16786,2010-11-11 08:25:00,1,51.84,29,3,1,1,311,New Customer
16787,2010-11-07 11:01:00,4,1035.43,33,3,3,3,333,Champion
16788,2010-10-31 13:35:00,3,1352.82,40,3,3,3,333,Champion
16791,2010-11-21 12:21:00,8,2316.91,19,3,4,4,344,Champion
16792,2010-11-21 12:11:00,3,513.08,19,3,3,2,332,Loyal
16794,2010-11-24 12:45:00,5,868.1999999999999,16,4,4,3,443,Champion
16795,2010-12-09 14:08:00,3,2077.51,1,4,3,4,434,Champion
16797,2010-11-11 19:14:00,5,1827.77,29,3,4,4,344,Champion
16798,2010-06-03 19:01:00,3,848.71,190,1,3,3,133,Lost
16799,2010-10-03 14:28:00,2,495.98,68,2,2,2,222,Potential Loyalist
16802,2010-01-29 13:44:00,2,582.61,315,1,2,2,122,Lost
16805,2010-05-11 15:03:00,3,636.65,213,1,3,2,132,Lost
16807,2010-08-26 14:29:00,3,1002.29,106,2,3,3,233,Potential Loyalist
16809,2010-10-03 15:55:00,4,812.74,68,2,3,3,233,Potential Loyalist
16810,2010-10-15 15:32:00,1,532.5,56,2,1,2,212,At Risk
16812,2010-11-26 10:24:00,3,1912.65,14,4,3,4,434,Champion
16814,2010-12-05 11:45:00,16,5990.61,5,4,4,4,444,Champion
16815,2010-09-12 10:59:00,2,410.97,89,2,2,2,222,Potential Loyalist
16817,2010-12-06 14:19:00,5,1200.15,4,4,4,3,443,Champion
16819,2010-08-31 17:37:00,2,182.59,101,2,2,1,221,Potential Loyalist
16821,2010-11-23 10:04:00,1,113.35,17,4,1,1,411,New Customer
16822,2010-01-22 14:22:00,1,181.39,322,1,1,1,111,Lost
16823,2010-11-17 16:46:00,6,1901.71,23,3,4,4,344,Champion
16824,2010-11-11 12:21:00,1,225.6,29,3,1,1,311,New Customer
16825,2010-11-26 16:22:00,3,1051.71,14,4,3,3,433,Champion
16827,2010-11-11 14:04:00,5,392.13,29,3,4,2,342,Loyal
16829,2010-11-16 18:11:00,1,316.1,24,3,1,2,312,New Customer
16830,2010-09-23 12:37:00,3,881.59,78,2,3,3,233,Potential Loyalist
16831,2010-05-24 09:08:00,1,91.8,200,1,1,1,111,Lost
16832,2010-10-07 08:35:00,2,218.46,64,2,2,1,221,Potential Loyalist
16833,2010-09-26 11:23:00,2,1302.51,75,2,2,3,223,Potential Loyalist
16834,2010-02-03 14:24:00,1,485.5,310,1,1,2,112,Lost
16835,2010-12-01 17:15:00,5,1357.56,9,4,4,3,443,Champion
16836,2010-10-29 12:48:00,2,530.5,42,3,2,2,322,Loyal
16838,2010-06-27 14:49:00,2,570.76,166,1,2,2,122,Lost
16839,2010-12-05 11:15:00,11,5716.14,5,4,4,4,444,Champion
16840,2010-04-15 15:48:00,2,139.85,239,1,2,1,121,Lost
16841,2010-10-07 15:45:00,6,2136.24,64,2,4,4,244,Potential Loyalist
16843,2010-10-13 10:31:00,19,9374.86,58,2,4,4,244,Potential Loyalist
16844,2010-05-26 10:29:00,2,614.34,198,1,2,2,122,Lost
16845,2010-03-31 13:09:00,1,253.88,254,1,1,1,111,Lost
16846,2010-05-11 13:45:00,2,628.09,213,1,2,2,122,Lost
16847,2010-03-31 13:32:00,1,421.45,254,1,1,2,112,Lost
16848,2010-11-28 12:38:00,3,1130.2,12,4,3,3,433,Champion
16854,2010-10-18 16:31:00,2,1408.96,53,3,2,3,323,Loyal
16856,2010-10-18 11:54:00,2,323.09000000000003,53,3,2,2,322,Loyal
16857,2010-09-23 10:49:00,1,352.8,78,2,1,2,212,At Risk
16858,2010-12-06 09:52:00,10,4292.59,4,4,4,4,444,Champion
16859,2010-10-19 09:07:00,5,1184.6,52,3,4,3,343,Champion
16860,2010-09-13 10:05:00,3,1610.62,88,2,3,3,233,Potential Loyalist
16861,2010-11-14 13:54:00,3,772.83,26,3,3,3,333,Champion
16862,2010-06-10 13:05:00,4,662.33,183,1,3,2,132,Lost
16863,2010-12-08 08:58:00,2,495.72,2,4,2,2,422,Loyal
16864,2010-10-01 16:16:00,2,409.25,70,2,2,2,222,Potential Loyalist
16865,2010-11-03 11:34:00,1,130.95,37,3,1,1,311,New Customer
16867,2010-01-19 09:11:00,1,76.74000000000001,325,1,1,1,111,Lost
16868,2010-11-10 13:17:00,3,393.39,30,3,3,2,332,Loyal
16870,2010-08-27 13:53:00,1,450.15999999999997,105,2,1,2,212,At Risk
16872,2010-10-08 15:20:00,3,533.11,63,2,3,2,232,Potential Loyalist
16873,2010-10-06 15:34:00,6,7493.77,65,2,4,4,244,Potential Loyalist
16874,2010-11-25 13:08:00,1,217.74,15,4,1,1,411,New Customer
16875,2010-09-28 17:11:00,6,2139.0,73,2,4,4,244,Potential Loyalist
16876,2010-11-01 11:59:00,1,136.01,39,3,1,1,311,New Customer
16880,2010-08-03 13:54:00,1,321.78000000000003,129,2,1,2,212,At Risk
16883,2010-12-03 10:33:00,18,2119.86,7,4,4,4,444,Champion
16884,2010-06-01 12:45:00,2,644.08,192,1,2,2,122,Lost
16885,2010-11-19 12:51:00,1,239.23,21,3,1,1,311,New Customer
16886,2010-09-09 15:08:00,1,134.0,92,2,1,1,211,At Risk
16887,2010-11-04 11:29:00,2,465.84000000000003,36,3,2,2,322,Loyal
16888,2010-11-04 12:39:00,3,437.15,36,3,3,2,332,Loyal
16889,2010-11-07 10:46:00,3,952.23,33,3,3,3,333,Champion
16890,2010-08-20 11:23:00,3,285.41,112,2,3,1,231,Potential Loyalist
16891,2010-12-03 11:35:00,7,1247.1200000000001,7,4,4,3,443,Champion
16892,2010-06-03 15:17:00,2,236.56,190,1,2,1,121,Lost
16893,2010-12-08 12:06:00,2,255.84,2,4,2,1,421,Loyal
16894,2010-07-25 15:43:00,3,1324.06,138,1,3,3,133,Lost
16895,2010-09-27 11:13:00,4,902.28,74,2,3,3,233,Potential Loyalist
16896,2010-06-02 15:40:00,1,103.95,191,1,1,1,111,Lost
16898,2010-12-06 12:23:00,3,507.56,4,4,3,2,432,Loyal
16899,2010-11-26 11:28:00,2,439.46000000000004,14,4,2,2,422,Loyal
16901,2009-12-10 16:30:00,1,204.26,365,1,1,1,111,Lost
16903,2010-11-24 14:55:00,2,689.04,16,4,2,2,422,Loyal
16904,2010-12-07 13:30:00,7,1378.1,3,4,4,3,443,Champion
16905,2010-12-03 10:43:00,11,1931.72,7,4,4,4,444,Champion
16906,2010-10-07 15:01:00,3,869.03,64,2,3,3,233,Potential Loyalist
16907,2010-12-09 16:52:00,5,726.25,1,4,4,3,443,Champion
16908,2009-12-17 13:35:00,1,252.59,358,1,1,1,111,Lost
16911,2010-03-14 12:18:00,2,255.25,271,1,2,1,121,Lost
16912,2010-10-14 14:11:00,4,1904.93,57,2,3,4,234,Potential Loyalist
16913,2010-02-26 12:09:00,2,310.47,287,1,2,2,122,Lost
16915,2010-11-18 08:31:00,5,921.5,22,3,4,3,343,Champion
16916,2010-12-02 13:14:00,3,547.14,8,4,3,2,432,Loyal
16917,2010-03-17 15:24:00,1,1466.31,268,1,1,3,113,Lost
16918,2010-10-13 15:37:00,10,2144.47,58,2,4,4,244,Potential Loyalist
16919,2010-12-06 12:52:00,14,2529.46,4,4,4,4,444,Champion
16920,2010-10-24 14:07:00,1,355.45,47,3,1,2,312,New Customer
16921,2010-09-23 14:08:00,2,276.88,78,2,2,1,221,Potential Loyalist
16922,2010-05-16 11:24:00,1,611.08,208,1,1,2,112,Lost
16923,2010-11-29 13:59:00,13,6130.75,11,4,4,4,444,Champion
16925,2010-06-17 15:03:00,1,125.65,176,1,1,1,111,Lost
16926,2010-12-03 13:42:00,5,1191.1,7,4,4,3,443,Champion
16928,2010-12-01 15:21:00,13,1265.63,9,4,4,3,443,Champion
16931,2010-12-05 11:40:00,3,629.4,5,4,3,2,432,Loyal
16932,2010-10-12 14:14:00,2,278.77,59,2,2,1,221,Potential Loyalist
16933,2010-11-15 14:36:00,7,2618.02,25,3,4,4,344,Champion
16934,2010-11-21 11:39:00,4,1160.06,19,3,3,3,333,Champion
16935,2010-11-23 09:16:00,3,535.1,17,4,3,2,432,Loyal
16936,2010-11-19 11:54:00,1,288.49,21,3,1,1,311,New Customer
16937,2010-07-28 17:56:00,1,202.1,135,2,1,1,211,At Risk
16938,2010-11-23 13:01:00,5,4306.8,17,4,4,4,444,Champion
16939,2010-08-08 12:24:00,3,449.0,124,2,3,2,232,Potential Loyalist
16940,2010-09-15 12:53:00,5,3377.78,86,2,4,4,244,Potential Loyalist
16941,2010-04-07 11:13:00,1,33.0,247,1,2,1,121,Lost
16943,2010-06-18 11:16:00,2,482.76,175,1,2,2,122,Lost
16944,2010-04-09 11:03:00,1,101.36,245,1,2,1,121,Lost
16945,2010-11-11 12:19:00,14,4202.66,29,3,4,4,344,Champion
16946,2010-11-21 14:06:00,5,1222.04,19,3,4,3,343,Champion
16947,2010-09-03 12:22:00,4,548.73,98,2,3,2,232,Potential Loyalist
16948,2010-10-06 13:08:00,4,433.75,65,2,3,2,232,Potential Loyalist
16950,2010-12-07 15:20:00,8,2605.81,3,4,4,4,444,Champion
16952,2010-09-24 15:35:00,3,631.17,77,2,3,2,232,Potential Loyalist
16954,2010-11-25 14:57:00,11,3996.7999999999997,15,4,4,4,444,Champion
16955,2010-12-06 10:38:00,4,790.74,4,4,3,3,433,Champion
16958,2010-09-30 14:25:00,1,809.44,71,2,2,3,223,Potential Loyalist
16960,2010-11-14 12:17:00,5,1536.38,26,3,4,3,343,Champion
16961,2010-11-16 16:37:00,2,560.39,24,3,2,2,322,Loyal
16962,2010-10-26 11:36:00,1,251.04,45,3,2,1,321,Loyal
16964,2009-12-06 12:53:00,2,207.85,369,1,2,1,121,Lost
16970,2010-03-23 13:50:00,1,71.4,262,1,2,1,121,Lost
16972,2010-11-22 10:59:00,2,786.25,18,4,2,3,423,Loyal
16973,2010-11-18 13:56:00,1,127.0,22,3,2,1,321,Loyal
16974,2010-07-05 10:18:00,2,365.5,158,1,2,2,122,Lost
16975,2010-10-12 17:53:00,3,926.12,59,2,3,3,233,Potential Loyalist
16977,2010-11-09 13:17:00,4,496.0,31,3,3,2,332,Loyal
16978,2010-02-11 16:33:00,2,424.55,302,1,2,2,122,Lost
16979,2010-11-21 13:23:00,3,1007.74,19,3,3,3,333,Champion
16980,2010-10-07 14:05:00,1,394.37,64,2,2,2,222,Potential Loyalist
16983,2010-12-05 12:34:00,5,1778.97,5,4,4,4,444,Champion
16984,2010-10-31 16:26:00,7,6273.45,40,3,4,4,344,Champion
16985,2010-11-28 12:12:00,13,5459.04,12,4,4,4,444,Champion
16986,2010-09-20 15:00:00,9,3015.55,81,2,4,4,244,Potential Loyalist
16987,2010-11-28 15:24:00,4,910.85,12,4,3,3,433,Champion
16988,2010-11-25 09:22:00,1,256.55,15,4,2,1,421,Loyal
16990,2010-10-13 11:42:00,1,165.0,58,2,2,1,221,Potential Loyalist
16991,2010-10-14 14:08:00,1,1041.21,57,2,2,3,223,Potential Loyalist
16992,2010-11-17 15:21:00,8,3862.19,23,3,4,4,344,Champion
16993,2010-09-02 12:16:00,2,1950.9499999999998,99,2,2,4,224,Potential Loyalist
16996,2010-11-22 14:33:00,3,666.6500000000001,18,4,3,2,432,Loyal
16998,2010-09-21 14:39:00,1,107.0,80,2,2,1,221,Potential Loyalist
17000,2010-11-08 13:35:00,2,406.3,32,3,2,2,322,Loyal
17001,2010-11-28 12:25:00,8,2651.23,12,4,4,4,444,Champion
17002,2010-09-22 13:51:00,4,1077.82,79,2,3,3,233,Potential Loyalist
17003,2010-11-02 13:15:00,4,830.16,38,3,3,3,333,Champion
17004,2010-11-12 13:17:00,2,1012.22,28,3,2,3,323,Loyal
17005,2010-08-26 10:57:00,2,742.36,106,2,2,3,223,Potential Loyalist
17006,2010-11-12 13:43:00,4,854.54,28,3,3,3,333,Champion
17007,2010-09-28 13:51:00,1,230.17000000000002,73,2,2,1,221,Potential Loyalist
17008,2010-10-06 15:19:00,1,81.36,65,2,2,1,221,Potential Loyalist
17009,2010-06-06 16:01:00,1,242.06,187,1,2,1,121,Lost
17011,2010-03-02 13:50:00,2,400.8,283,1,2,2,122,Lost
17012,2009-12-14 17:34:00,1,384.16,361,1,2,2,122,Lost
17016,2010-05-12 12:32:00,1,552.4,212,1,2,2,122,Lost
17017,2010-12-09 15:35:00,13,5416.349999999999,1,4,4,4,444,Champion
17018,2010-11-17 14:23:00,4,1367.6,23,3,3,3,333,Champion
17019,2010-12-06 12:55:00,8,2739.59,4,4,4,4,444,Champion
17020,2010-06-15 13:06:00,2,935.62,178,1,2,3,123,Lost
17021,2010-09-23 20:01:00,6,1182.22,78,2,4,3,243,Potential Loyalist
17022,2010-10-03 10:27:00,1,189.0,68,2,2,1,221,Potential Loyalist
17023,2010-10-18 15:37:00,3,800.1800000000001,53,3,3,3,333,Champion
17025,2010-12-01 15:46:00,4,1152.8700000000001,9,4,3,3,433,Champion
17026,2010-12-05 12:47:00,2,54.15,5,4,2,1,421,Loyal
17027,2010-09-19 14:11:00,3,436.82,82,2,3,2,232,Potential Loyalist
17028,2010-05-07 15:33:00,3,1593.83,217,1,3,3,133,Lost
17029,2010-11-22 10:46:00,5,1421.3,18,4,4,3,443,Champion
17031,2010-11-26 15:17:00,4,2393.5,14,4,3,4,434,Champion
17032,2010-06-10 12:16:00,8,3004.6,183,1,4,4,144,Lost
17033,2010-11-07 12:55:00,1,302.65000000000003,33,3,2,1,321,Loyal
17034,2010-10-26 14:00:00,2,538.4,45,3,2,2,322,Loyal
17035,2010-04-27 14:11:00,2,180.06,227,1,2,1,121,Lost
17036,2010-11-21 14:26:00,1,176.89999999999998,19,3,2,1,321,Loyal
17038,2010-10-20 16:04:00,1,630.77,51,3,2,2,322,Loyal
17039,2010-04-14 12:56:00,1,1954.99,240,1,2,4,124,Lost
17040,2010-06-07 15:08:00,1,13.52,186,1,2,1,121,Lost
17041,2010-11-07 12:56:00,3,604.71,33,3,3,2,332,Loyal
17043,2010-11-29 15:06:00,4,881.37,11,4,3,3,433,Champion
17044,2010-11-30 10:48:00,11,11013.82,10,4,4,4,444,Champion
17045,2010-11-28 13:09:00,2,488.24,12,4,2,2,422,Loyal
17046,2010-09-21 13:40:00,4,1264.05,80,2,3,3,233,Potential Loyalist
17047,2010-10-04 09:14:00,3,1188.33,67,2,3,3,233,Potential Loyalist
17048,2010-09-28 16:50:00,4,1146.33,73,2,3,3,233,Potential Loyalist
17049,2010-11-29 13:00:00,10,4287.5,11,4,4,4,444,Champion
17050,2010-11-29 17:20:00,5,1462.95,11,4,4,3,443,Champion
17051,2010-09-19 15:09:00,3,467.25,82,2,3,2,232,Potential Loyalist
17055,2010-09-20 12:21:00,1,239.55,81,2,2,1,221,Potential Loyalist
17056,2009-12-01 12:55:00,1,128.60000000000002,374,1,2,1,121,Lost
17057,2010-04-22 19:21:00,1,294.74,232,1,2,1,121,Lost
17059,2010-12-05 12:35:00,5,2507.4900000000002,5,4,4,4,444,Champion
17062,2010-12-09 12:37:00,4,669.85,1,4,3,2,432,Loyal
17063,2010-10-28 15:59:00,6,2177.39,43,3,4,4,344,Champion
17065,2010-03-12 11:41:00,2,194.7,273,1,2,1,121,Lost
17066,2009-12-13 13:24:00,1,228.34,362,1,2,1,121,Lost
17067,2009-12-15 08:39:00,3,454.54,360,1,3,2,132,Lost
17068,2010-12-06 13:58:00,27,4608.94,4,4,4,4,444,Champion
17069,2010-12-01 16:49:00,6,3084.58,9,4,4,4,444,Champion
17070,2010-10-25 15:57:00,1,133.18,46,3,2,1,321,Loyal
17071,2010-11-23 11:47:00,4,1372.17,17,4,3,3,433,Champion
17072,2010-03-24 16:33:00,1,282.05,261,1,2,1,121,Lost
17074,2010-05-26 12:04:00,1,203.05,198,1,2,1,121,Lost
17075,2010-10-06 13:24:00,6,1407.61,65,2,4,3,243,Potential Loyalist
17076,2010-11-12 10:51:00,3,401.67,28,3,3,2,332,Loyal
17077,2010-05-10 16:36:00,1,306.0,214,1,2,1,121,Lost
17080,2010-11-25 17:55:00,5,669.91,15,4,4,2,442,Loyal
17081,2010-11-09 12:44:00,4,674.23,31,3,3,2,332,Loyal
17082,2010-11-10 09:19:00,4,2728.18,30,3,3,4,334,Champion
17083,2010-10-26 08:41:00,6,2644.01,45,3,4,4,344,Champion
17084,2010-11-08 14:20:00,1,2253.22,32,3,2,4,324,Loyal
17085,2010-11-28 11:49:00,23,6324.76,12,4,4,4,444,Champion
17087,2009-12-02 10:41:00,1,221.53,373,1,2,1,121,Lost
17089,2010-11-18 15:33:00,1,128.45,22,3,2,1,321,Loyal
17090,2010-11-30 10:49:00,6,1105.53,10,4,4,3,443,Champion
17091,2010-12-07 09:55:00,11,3983.34,3,4,4,4,444,Champion
17092,2010-09-28 14:27:00,7,3817.18,73,2,4,4,244,Potential Loyalist
17093,2010-04-26 10:22:00,1,235.88,228,1,2,1,121,Lost
17094,2010-10-12 10:48:00,1,100.2,59,2,2,1,221,Potential Loyalist
17095,2010-10-05 09:45:00,4,1248.09,66,2,3,3,233,Potential Loyalist
17096,2010-11-21 12:59:00,7,2737.05,19,3,4,4,344,Champion
17097,2010-12-09 14:55:00,2,386.03,1,4,2,2,422,Loyal
17098,2010-11-23 12:13:00,3,591.07,17,4,3,2,432,Loyal
17099,2010-06-24 16:25:00,1,582.17,169,1,2,2,122,Lost
17101,2010-11-10 10:15:00,3,885.3199999999999,30,3,3,3,333,Champion
17103,2009-12-17 14:08:00,1,424.3,358,1,2,2,122,Lost
17104,2010-10-12 12:21:00,1,474.03000000000003,59,2,2,2,222,Potential Loyalist
17106,2010-11-15 14:11:00,1,491.23,25,3,2,2,322,Loyal
17107,2010-11-07 13:50:00,4,5259.99,33,3,3,4,334,Champion
17108,2010-02-14 12:22:00,1,174.95,299,1,2,1,121,Lost
17109,2010-10-29 15:56:00,2,410.42,42,3,2,2,322,Loyal
17110,2010-07-07 12:21:00,2,347.4,156,1,2,2,122,Lost
17111,2010-10-10 15:21:00,1,227.97,61,2,2,1,221,Potential Loyalist
17112,2010-07-25 11:14:00,1,205.17000000000002,138,1,2,1,121,Lost
17113,2010-05-14 13:59:00,6,2322.59,210,1,4,4,144,Lost
17115,2010-06-09 11:10:00,4,1923.99,184,1,3,4,134,Lost
17116,2010-03-01 16:29:00,1,389.78,284,1,2,2,122,Lost
17121,2010-11-02 11:47:00,1,314.74,38,3,2,2,322,Loyal
17122,2010-11-16 14:38:00,3,432.18,24,3,3,2,332,Loyal
17123,2010-09-26 12:06:00,2,631.87,75,2,2,2,222,Potential Loyalist
17126,2010-11-23 10:27:00,4,1065.69,17,4,3,3,433,Champion
17127,2010-10-07 09:54:00,5,1155.0300000000002,64,2,4,3,243,Potential Loyalist
17129,2010-07-07 13:46:00,1,31.85,156,1,2,1,121,Lost
17132,2010-09-13 16:31:00,2,1272.8,88,2,2,3,223,Potential Loyalist
17133,2010-08-22 13:58:00,5,9730.09,110,2,4,4,244,Potential Loyalist
17134,2010-09-23 18:32:00,1,212.1,78,2,2,1,221,Potential Loyalist
17135,2010-12-03 09:31:00,4,814.43,7,4,3,3,433,Champion
17136,2010-02-15 13:13:00,1,231.68,298,1,2,1,121,Lost
17137,2010-10-19 14:51:00,6,1133.63,52,3,4,3,343,Champion
17138,2010-11-15 13:15:00,6,4036.77,25,3,4,4,344,Champion
17139,2010-11-15 12:19:00,13,8915.99,25,3,4,4,344,Champion
17141,2010-10-17 14:54:00,4,754.33,54,2,3,3,233,Potential Loyalist
17142,2010-10-31 14:52:00,3,704.75,40,3,3,2,332,Loyal
17143,2010-10-18 15:27:00,2,924.11,53,3,2,3,323,Loyal
17145,2010-07-15 09:02:00,4,3120.91,148,1,3,4,134,Lost
17146,2010-09-30 10:24:00,10,5110.46,71,2,4,4,244,Potential Loyalist
17147,2010-09-13 10:30:00,5,1485.36,88,2,4,3,243,Potential Loyalist
17149,2010-09-14 14:56:00,1,143.10000000000002,87,2,2,1,221,Potential Loyalist
17150,2010-11-28 11:27:00,6,1375.65,12,4,4,3,443,Champion
17151,2009-12-04 14:56:00,1,231.90000000000003,371,1,2,1,121,Lost
17152,2010-10-10 12:40:00,1,327.0,61,2,2,2,222,Potential Loyalist
17155,2010-06-30 09:24:00,5,640.76,163,1,4,2,142,Lost
17156,2010-08-05 11:30:00,1,591.87,127,2,2,2,222,Potential Loyalist
17157,2010-08-16 13:22:00,17,4832.900000000001,116,2,4,4,244,Potential Loyalist
17158,2010-06-10 10:38:00,2,713.03,183,1,2,3,123,Lost
17159,2010-08-19 11:48:00,2,560.71,113,2,2,2,222,Potential Loyalist
17160,2010-11-30 17:43:00,11,6691.13,10,4,4,4,444,Champion
17161,2010-09-21 16:44:00,1,856.01,80,2,2,3,223,Potential Loyalist
17163,2010-09-20 10:08:00,2,406.68,81,2,2,2,222,Potential Loyalist
17165,2010-11-23 13:35:00,5,1635.64,17,4,4,3,443,Champion
17167,2010-11-25 10:05:00,3,867.11,15,4,3,3,433,Champion
17168,2010-07-29 12:33:00,1,400.2,134,2,2,2,222,Potential Loyalist
17169,2010-05-10 13:00:00,1,320.95,214,1,2,2,122,Lost
17170,2010-11-30 15:55:00,2,178.68,10,4,2,1,421,Loyal
17171,2010-02-16 12:02:00,1,159.68,297,1,2,1,121,Lost
17172,2010-10-05 12:02:00,2,638.81,66,2,2,2,222,Potential Loyalist
17176,2010-07-01 12:11:00,2,596.1899999999999,162,1,2,2,122,Lost
17177,2010-07-22 14:53:00,1,119.5,141,1,2,1,121,Lost
17178,2009-12-08 16:20:00,1,436.71000000000004,367,1,2,2,122,Lost
17179,2010-11-22 15:52:00,3,795.47,18,4,3,3,433,Champion
17180,2010-10-13 16:58:00,7,1460.95,58,2,4,3,243,Potential Loyalist
17181,2010-12-01 12:38:00,2,225.45000000000002,9,4,2,1,421,Loyal
17182,2010-10-13 10:09:00,2,321.3,58,2,2,2,222,Potential Loyalist
17184,2010-05-19 14:24:00,2,198.41000000000003,205,1,2,1,121,Lost
17185,2010-04-27 12:15:00,3,229.46,227,1,3,1,131,Lost
17187,2010-07-01 14:38:00,1,263.76,162,1,2,1,121,Lost
17188,2010-09-19 12:05:00,6,2118.7000000000003,82,2,4,4,244,Potential Loyalist
17189,2010-05-27 20:11:00,3,573.23,196,1,3,2,132,Lost
17190,2010-11-01 14:22:00,5,1298.3,39,3,4,3,343,Champion
17191,2010-12-06 14:46:00,11,2740.92,4,4,4,4,444,Champion
17192,2010-06-21 16:07:00,1,77.83,172,1,2,1,121,Lost
17193,2010-11-18 16:57:00,2,610.74,22,3,2,2,322,Loyal
17194,2010-06-27 13:16:00,1,549.88,166,1,2,2,122,Lost
17195,2010-02-22 13:05:00,1,562.98,291,1,2,2,122,Lost
17196,2010-10-08 11:31:00,1,352.9,63,2,2,2,222,Potential Loyalist
17198,2010-12-09 13:34:00,2,521.66,1,4,2,2,422,Loyal
17199,2010-05-06 13:53:00,1,145.12,218,1,2,1,121,Lost
17200,2010-11-17 13:04:00,4,356.71,23,3,3,2,332,Loyal
17201,2010-07-04 11:40:00,3,899.41,159,1,3,3,133,Lost
17202,2010-10-15 11:25:00,1,160.65,56,2,2,1,221,Potential Loyalist
17203,2010-11-16 13:07:00,4,2012.03,24,3,3,4,334,Champion
17204,2010-11-30 17:58:00,5,3940.13,10,4,4,4,444,Champion
17205,2010-10-19 16:11:00,2,615.27,52,3,2,2,322,Loyal
17207,2010-02-25 19:08:00,1,303.21999999999997,288,1,2,1,121,Lost
17208,2010-11-09 12:50:00,1,115.35,31,3,2,1,321,Loyal
17209,2010-02-28 16:01:00,3,611.6,285,1,3,2,132,Lost
17210,2010-11-12 12:15:00,1,253.37,28,3,2,1,321,Loyal
17211,2010-12-05 12:44:00,6,1729.43,5,4,4,4,444,Champion
17212,2010-09-07 15:46:00,2,567.56,94,2,2,2,222,Potential Loyalist
17213,2010-12-08 13:03:00,7,2401.07,2,4,4,4,444,Champion
17215,2010-09-01 13:39:00,1,186.15,100,2,2,1,221,Potential Loyalist
17216,2010-06-03 13:03:00,1,65.05,190,1,2,1,121,Lost
